Dataset,NN,GRAIL exact classification precision,GRAIL exact precision,GRAIL exact time,PQ classification precision,PQ precision,PQ time,OPQ (64) classification precision,OPQ (64) precision,OPQ (64) time,OPQ (128) classification precision,OPQ (128) precision,OPQ (128) time,TRAIN_size,TEST_size
ACSF1,1,0.77,0.75,0.117018938,0.58,0.29,0.031816006,0.62,0.29,0.033227205,0.63,0.45,0.05577302,100,100
ACSF1,3,0.6,0.793333333,0.120009661,0.47,0.306666667,0.03346014,0.56,0.45,0.035233974,0.59,0.483333333,0.05862689,100,100
ACSF1,5,0.59,0.826,0.121005058,0.49,0.418,0.034241915,0.57,0.506,0.036547899,0.59,0.586,0.059463024,100,100
ACSF1,10,0.57,0.873,0.121503115,0.46,0.514,0.03517437,0.54,0.616,0.037306309,0.51,0.666,0.059867382,100,100
Adiac,1,0.6342711,0.959079284,1.782658815,0.460358056,0.176470588,0.177980661,0.480818414,0.322250639,0.185994625,0.534526854,0.396419437,0.294394732,390,391
Adiac,3,0.572890026,0.971014493,1.789223909,0.470588235,0.311167945,0.190186262,0.485933504,0.450980392,0.196233749,0.583120205,0.543904518,0.300595284,390,391
Adiac,5,0.557544757,0.983631714,1.800455332,0.47826087,0.363682864,0.192323208,0.445012788,0.515089514,0.200134754,0.542199488,0.581585678,0.304091215,390,391
Adiac,10,0.496163683,0.985933504,1.818860292,0.468030691,0.442710997,0.200083971,0.434782609,0.612787724,0.20701623,0.475703325,0.665984655,0.313150167,390,391
AllGestureWiimoteX,1,0.59,0.587142857,2.426209927,0.478571429,0.34,0.286410093,0.492857143,0.37,0.30059433,0.557142857,0.47,0.481533051,300,700
AllGestureWiimoteX,3,0.548571429,0.623809524,2.467339993,0.468571429,0.434285714,0.306642056,0.497142857,0.501428571,0.31985569,0.541428571,0.571428571,0.501657248,300,700
AllGestureWiimoteX,5,0.551428571,0.652571429,2.486438513,0.457142857,0.476,0.315397739,0.492857143,0.561714286,0.325688124,0.548571429,0.618285714,0.509438753,300,700
AllGestureWiimoteX,10,0.515714286,0.661571429,2.482563734,0.432857143,0.504714286,0.327438831,0.45,0.621428571,0.341341019,0.487142857,0.667142857,0.52282691,300,700
AllGestureWiimoteY,1,0.597142857,0.741428571,2.4405303,0.53,0.408571429,0.287127733,0.504285714,0.397142857,0.299439907,0.577142857,0.498571429,0.484792233,300,700
AllGestureWiimoteY,3,0.564285714,0.776190476,2.459146976,0.477142857,0.485714286,0.307368279,0.517142857,0.576666667,0.319354773,0.542857143,0.647142857,0.503590345,300,700
AllGestureWiimoteY,5,0.55,0.782285714,2.488474607,0.482857143,0.518,0.313946962,0.528571429,0.632857143,0.325248003,0.535714286,0.7,0.509246349,300,700
AllGestureWiimoteY,10,0.532857143,0.78,2.482572794,0.452857143,0.522571429,0.326573133,0.505714286,0.663857143,0.338869095,0.502857143,0.726285714,0.533870935,300,700
AllGestureWiimoteZ,1,0.554285714,0.631428571,2.435925961,0.428571429,0.327142857,0.288720608,0.464285714,0.351428571,0.299474478,0.495714286,0.45,0.484202147,300,700
AllGestureWiimoteZ,3,0.508571429,0.682380952,2.439568043,0.41,0.467619048,0.308582306,0.451428571,0.504761905,0.318253994,0.474285714,0.604761905,0.504401207,300,700
AllGestureWiimoteZ,5,0.497142857,0.698,2.487589598,0.424285714,0.499714286,0.313025475,0.432857143,0.584857143,0.325228453,0.465714286,0.652857143,0.508667231,300,700
AllGestureWiimoteZ,10,0.42,0.731714286,2.487180471,0.37,0.541428571,0.326871872,0.394285714,0.647142857,0.346636057,0.401428571,0.704428571,0.528122187,300,700
ArrowHead,1,0.805714286,0.971428571,0.074730396,0.708571429,0.4,0.049237728,0.811428571,0.622857143,0.052492619,0.84,0.72,0.0908916,36,175
ArrowHead,3,0.811428571,0.973333333,0.077077627,0.8,0.556190476,0.052251816,0.857142857,0.752380952,0.055284977,0.817142857,0.786666667,0.093604088,36,175
ArrowHead,5,0.645714286,0.986285714,0.078598261,0.748571429,0.635428571,0.053068638,0.674285714,0.797714286,0.056326866,0.691428571,0.829714286,0.094754457,36,175
ArrowHead,10,0.622857143,0.990857143,0.08112216,0.708571429,0.716571429,0.054735899,0.645714286,0.860571429,0.058630228,0.582857143,0.856571429,0.096549034,36,175
Beef,1,0.566666667,0.9,0.010913134,0.466666667,0.633333333,0.008383512,0.566666667,0.766666667,0.008702993,0.6,0.833333333,0.014774799,30,30
Beef,3,0.566666667,0.955555556,0.01123929,0.466666667,0.744444444,0.008886337,0.533333333,0.855555556,0.009226799,0.533333333,0.855555556,0.015364885,30,30
Beef,5,0.466666667,0.953333333,0.0114851,0.466666667,0.786666667,0.00906539,0.5,0.833333333,0.009460449,0.466666667,0.873333333,0.015548706,30,30
Beef,10,0.3,0.983333333,0.011927843,0.4,0.856666667,0.009345055,0.3,0.913333333,0.009747744,0.3,0.923333333,0.015878439,30,30
BeetleFly,1,0.6,0.15,0.004937887,0.75,0.2,0.005569696,0.65,0.15,0.005722523,0.65,0.15,0.009694338,20,20
BeetleFly,3,0.5,0.25,0.005111933,0.55,0.25,0.005814791,0.55,0.233333333,0.005990982,0.65,0.25,0.010124922,20,20
BeetleFly,5,0.5,0.22,0.005312443,0.65,0.33,0.005899191,0.6,0.23,0.006139755,0.6,0.23,0.010215998,20,20
BeetleFly,10,0.5,0.55,0.0054667,0.6,0.53,0.006055117,0.5,0.545,0.006278753,0.5,0.56,0.01033473,20,20
BirdChicken,1,0.8,0.75,0.004971504,0.8,0.45,0.005538464,0.8,0.75,0.005813837,0.8,0.75,0.009958982,20,20
BirdChicken,3,0.65,0.583333333,0.005175352,0.65,0.55,0.005815029,0.7,0.666666667,0.006071568,0.7,0.566666667,0.010263205,20,20
BirdChicken,5,0.65,0.61,0.00526762,0.65,0.58,0.005934954,0.75,0.72,0.006211042,0.65,0.6,0.010276794,20,20
BirdChicken,10,0.6,0.675,0.005432844,0.6,0.64,0.006138563,0.65,0.66,0.00632453,0.55,0.66,0.010442972,20,20
BME,1,0.886666667,0.953333333,0.053985119,0.86,0.513333333,0.042375803,0.906666667,0.78,0.044405222,0.886666667,0.826666667,0.077931643,30,150
BME,3,0.82,0.968888889,0.05683136,0.806666667,0.673333333,0.044276714,0.8,0.886666667,0.04722023,0.793333333,0.886666667,0.080445528,30,150
BME,5,0.726666667,0.970666667,0.057785034,0.78,0.661333333,0.04529953,0.76,0.854666667,0.047840834,0.713333333,0.862666667,0.080788612,30,150
BME,10,0.64,0.980666667,0.059380054,0.613333333,0.774666667,0.047603369,0.626666667,0.896666667,0.049097538,0.646666667,0.912,0.082295179,30,150
Car,1,0.75,0.866666667,0.042655945,0.716666667,0.483333333,0.017709732,0.733333333,0.7,0.01836586,0.766666667,0.7,0.032027483,60,60
Car,3,0.7,0.877777778,0.04352951,0.616666667,0.588888889,0.018640995,0.65,0.755555556,0.019566774,0.666666667,0.794444444,0.032839537,60,60
Car,5,0.666666667,0.906666667,0.044118404,0.6,0.636666667,0.019102812,0.633333333,0.79,0.019824505,0.65,0.82,0.033394337,60,60
Car,10,0.683333333,0.948333333,0.044882774,0.55,0.698333333,0.01987505,0.566666667,0.823333333,0.020536423,0.616666667,0.868333333,0.034172535,60,60
CBF,1,0.992222222,0.76,0.32144475,0.972222222,0.62,0.249850512,0.99,0.771111111,0.263013601,0.988888889,0.754444444,0.462286949,30,900
CBF,3,0.964444444,0.855925926,0.337301731,0.937777778,0.73,0.264521122,0.962222222,0.812592593,0.279858351,0.958888889,0.822222222,0.477811337,30,900
CBF,5,0.945555556,0.881777778,0.345296621,0.938888889,0.739555556,0.2705369,0.94,0.840222222,0.286044836,0.943333333,0.856888889,0.482860088,30,900
CBF,10,0.877777778,0.881222222,0.352747917,0.912222222,0.761333333,0.278614521,0.884444444,0.845222222,0.294313669,0.885555556,0.845333333,0.491039753,30,900
Chinatown,1,0.944927536,0.950724638,0.085130692,0.797101449,0.457971014,0.094732285,0.950724638,0.828985507,0.098892927,0.953623188,0.805797101,0.174303293,20,345
Chinatown,3,0.950724638,0.985507246,0.08888793,0.820289855,0.621256039,0.099288464,0.936231884,0.853140097,0.105089903,0.944927536,0.821256039,0.180562973,20,345
Chinatown,5,0.907246377,0.980289855,0.090473413,0.742028986,0.698550725,0.10144496,0.866666667,0.864927536,0.106729984,0.92173913,0.859710145,0.181584835,20,345
Chinatown,10,0.8,0.990434783,0.093734503,0.724637681,0.831014493,0.104589224,0.773913043,0.895652174,0.11032939,0.788405797,0.895072464,0.185508728,20,345
ChlorineConcentration,1,0.497395833,0.53046875,21.02822351,0.474739583,0.260416667,1.883947372,0.465364583,0.266145833,1.962949991,0.479947917,0.370572917,3.074315548,467,3840
ChlorineConcentration,3,0.484375,0.655121528,21.1262567,0.47421875,0.418836806,2.014450073,0.4796875,0.433940972,2.083384991,0.4640625,0.535243056,3.192059517,467,3840
ChlorineConcentration,5,0.492708333,0.726979167,21.17390704,0.465625,0.493541667,2.051659346,0.477083333,0.530989583,2.11772418,0.485416667,0.610833333,3.199008226,467,3840
ChlorineConcentration,10,0.527864583,0.827421875,21.18750286,0.515625,0.626041667,2.113710165,0.512239583,0.661953125,2.190380573,0.517447917,0.726796875,3.280753136,467,3840
CinCECGTorso,1,0.747101449,0.731884058,0.648140907,0.695652174,0.574637681,0.390714645,0.760144928,0.67173913,0.413386345,0.756521739,0.728985507,0.714893818,40,1380
CinCECGTorso,3,0.602898551,0.730193237,0.682621479,0.591304348,0.6,0.412334442,0.582608696,0.721980676,0.435280085,0.596376812,0.731884058,0.739428759,40,1380
CinCECGTorso,5,0.488405797,0.73,0.691807032,0.404347826,0.582463768,0.418912172,0.382608696,0.703333333,0.44363904,0.463043478,0.723768116,0.748587847,40,1380
CinCECGTorso,10,0.356521739,0.741594203,0.700288057,0.35,0.634710145,0.437436342,0.329710145,0.707101449,0.466453552,0.339855072,0.712101449,0.773388863,40,1380
Coffee,1,1,0.892857143,0.009545565,1,0.535714286,0.007837057,0.964285714,0.75,0.00814271,0.964285714,0.75,0.013936996,28,28
Coffee,3,1,0.94047619,0.009865999,0.964285714,0.535714286,0.008266687,0.964285714,0.702380952,0.008578539,1,0.845238095,0.014238596,28,28
Coffee,5,0.964285714,0.964285714,0.01137948,0.964285714,0.678571429,0.008523941,1,0.785714286,0.008722782,0.964285714,0.828571429,0.014477015,28,28
Coffee,10,0.964285714,0.985714286,0.010337591,0.928571429,0.796428571,0.008741856,0.964285714,0.889285714,0.008963823,0.964285714,0.907142857,0.014600515,28,28
Computers,1,0.552,0.524,0.724257469,0.508,0.224,0.096016884,0.492,0.296,0.100477457,0.572,0.416,0.164319515,250,250
Computers,3,0.576,0.616,0.726136208,0.536,0.385333333,0.102974415,0.544,0.446666667,0.106679678,0.56,0.530666667,0.17061162,250,250
Computers,5,0.584,0.6584,0.738585234,0.54,0.436,0.104170561,0.58,0.5256,0.108848095,0.572,0.6096,0.173185349,250,250
Computers,10,0.636,0.6932,0.738862753,0.6,0.508,0.109264374,0.58,0.58,0.115039825,0.596,0.6536,0.177364588,250,250
CricketX,1,0.669230769,0.582051282,1.765870333,0.574358974,0.323076923,0.177817106,0.628205128,0.302564103,0.186924458,0.676923077,0.443589744,0.294620991,390,390
CricketX,3,0.669230769,0.685470085,1.768112183,0.582051282,0.456410256,0.189977646,0.628205128,0.490598291,0.197868109,0.656410256,0.592307692,0.305919647,390,390
CricketX,5,0.694871795,0.689230769,1.782099009,0.569230769,0.501538462,0.192650795,0.651282051,0.546666667,0.201516151,0.648717949,0.616410256,0.309429884,390,390
CricketX,10,0.651282051,0.708717949,1.812889814,0.525641026,0.529487179,0.201444149,0.597435897,0.631025641,0.208761215,0.623076923,0.681025641,0.31676054,390,390
CricketY,1,0.635897436,0.602564103,1.761699677,0.571794872,0.3,0.177285194,0.612820513,0.320512821,0.183188915,0.635897436,0.433333333,0.292586327,390,390
CricketY,3,0.641025641,0.688034188,1.799903154,0.520512821,0.455555556,0.188246965,0.58974359,0.509401709,0.194978714,0.617948718,0.577777778,0.302559853,390,390
CricketY,5,0.648717949,0.727179487,1.801099777,0.520512821,0.505128205,0.193578482,0.605128205,0.593333333,0.199335337,0.61025641,0.643589744,0.306645155,390,390
CricketY,10,0.630769231,0.742307692,1.809054136,0.476923077,0.527692308,0.199629784,0.605128205,0.648205128,0.207098246,0.58974359,0.682564103,0.315758705,390,390
CricketZ,1,0.738461538,0.579487179,1.760188818,0.661538462,0.335897436,0.177676916,0.664102564,0.328205128,0.184537888,0.717948718,0.438461538,0.292637587,390,390
CricketZ,3,0.723076923,0.696581197,1.773524523,0.633333333,0.456410256,0.191049814,0.679487179,0.51025641,0.196537495,0.717948718,0.608547009,0.30618763,390,390
CricketZ,5,0.717948718,0.706153846,1.776175976,0.615384615,0.485641026,0.194220304,0.674358974,0.563076923,0.200894833,0.707692308,0.648717949,0.308633089,390,390
CricketZ,10,0.697435897,0.716666667,1.811763525,0.541025641,0.505897436,0.20169282,0.638461538,0.628461538,0.210379839,0.651282051,0.688461538,0.3195889,390,390
Crop,1,0.640595238,0.517797619,1404.526579,0.428035714,0.140892857,63.93144441,0.350119048,0.079880952,64.25453997,0.535714286,0.232619048,86.83158088,7200,16800
Crop,3,0.625892857,0.517063492,1409.403674,0.487559524,0.180595238,67.97110057,0.375833333,0.123293651,68.19428086,0.558154762,0.271884921,91.06932712,7200,16800
Crop,5,0.625654762,0.521678571,1418.084596,0.502559524,0.209440476,68.56978321,0.409642857,0.150047619,68.47980452,0.57452381,0.296845238,92.17880774,7200,16800
Crop,10,0.619880952,0.542053571,1412.378377,0.530892857,0.257214286,69.2607975,0.453511905,0.205577381,76.30913877,0.577380952,0.350970238,136.0829275,7200,16800
DiatomSizeReduction,1,0.954248366,0.986928105,0.061327696,0.87254902,0.591503268,0.084004164,0.970588235,0.77124183,0.088157415,0.931372549,0.790849673,0.153445244,16,306
DiatomSizeReduction,3,0.892156863,0.988017429,0.065369129,0.816993464,0.801742919,0.087426424,0.895424837,0.917211329,0.093019962,0.89869281,0.918300654,0.160346031,16,306
DiatomSizeReduction,5,0.885620915,0.992156863,0.066508532,0.885620915,0.821568627,0.088821173,0.875816993,0.930065359,0.106112242,0.888888889,0.902614379,0.161273241,16,306
DiatomSizeReduction,10,0.820261438,0.995424837,0.069051266,0.866013072,0.818627451,0.091581106,0.673202614,0.876470588,0.0965662,0.640522876,0.866993464,0.163131714,16,306
DistalPhalanxOutlineAgeGroup,1,0.647482014,0.805755396,0.647898912,0.71942446,0.179856115,0.064512968,0.683453237,0.258992806,0.066784143,0.705035971,0.395683453,0.106747389,400,139
DistalPhalanxOutlineAgeGroup,3,0.705035971,0.817745803,0.654031992,0.676258993,0.24940048,0.069004059,0.676258993,0.42206235,0.071633101,0.705035971,0.582733813,0.110010386,400,139
DistalPhalanxOutlineAgeGroup,5,0.705035971,0.861870504,0.653024912,0.683453237,0.282014388,0.070320368,0.661870504,0.505035971,0.072635412,0.712230216,0.605755396,0.111534119,400,139
DistalPhalanxOutlineAgeGroup,10,0.690647482,0.905755396,0.657055616,0.705035971,0.363309353,0.073531866,0.683453237,0.594244604,0.075982094,0.690647482,0.661151079,0.114161968,400,139
DistalPhalanxOutlineCorrect,1,0.713768116,0.81884058,1.919677973,0.721014493,0.18115942,0.154727221,0.688405797,0.221014493,0.160352468,0.702898551,0.373188406,0.241847515,600,276
DistalPhalanxOutlineCorrect,3,0.735507246,0.865942029,1.929817438,0.746376812,0.25,0.165732384,0.746376812,0.38647343,0.170347214,0.753623188,0.506038647,0.255362034,600,276
DistalPhalanxOutlineCorrect,5,0.735507246,0.893478261,1.934836864,0.75,0.307246377,0.169135332,0.764492754,0.447101449,0.174326658,0.746376812,0.584057971,0.258291721,600,276
DistalPhalanxOutlineCorrect,10,0.735507246,0.910144928,1.9530375,0.768115942,0.364130435,0.175049782,0.77173913,0.517753623,0.179909945,0.739130435,0.636956522,0.264314175,600,276
DistalPhalanxTW,1,0.625899281,0.798561151,0.650414944,0.589928058,0.223021583,0.063882351,0.618705036,0.330935252,0.066812515,0.625899281,0.467625899,0.106119394,400,139
DistalPhalanxTW,3,0.669064748,0.800959233,0.655441284,0.539568345,0.270983213,0.069159508,0.647482014,0.410071942,0.071805954,0.597122302,0.558752998,0.110587597,400,139
DistalPhalanxTW,5,0.661870504,0.857553957,0.654115438,0.54676259,0.305035971,0.070316792,0.661870504,0.473381295,0.072900534,0.697841727,0.611510791,0.11163187,400,139
DistalPhalanxTW,10,0.661870504,0.89352518,0.659086227,0.561151079,0.379856115,0.073873043,0.654676259,0.582733813,0.076439857,0.683453237,0.687769784,0.115069628,400,139
DodgerLoopDay,1,0.5875,0.5875,0.073353529,0.375,0.35,0.024423599,0.55,0.4875,0.025351048,0.5375,0.5125,0.043293715,78,80
DodgerLoopDay,3,0.575,0.633333333,0.074396133,0.475,0.454166667,0.025853872,0.5375,0.5875,0.026801109,0.5625,0.625,0.045603037,78,80
DodgerLoopDay,5,0.5125,0.7175,0.075371027,0.475,0.555,0.026596069,0.4375,0.6375,0.027303696,0.525,0.6875,0.04567647,78,80
DodgerLoopDay,10,0.5125,0.76875,0.076753139,0.575,0.65,0.02770853,0.4,0.7125,0.028538942,0.4625,0.74,0.046661615,78,80
DodgerLoopGame,1,0.949275362,0.608695652,0.033766985,0.833333333,0.492753623,0.037888288,0.934782609,0.601449275,0.039027452,0.913043478,0.594202899,0.069781065,20,138
DodgerLoopGame,3,0.927536232,0.765700483,0.03587389,0.826086957,0.599033816,0.040024042,0.876811594,0.734299517,0.041263819,0.913043478,0.736714976,0.072050571,20,138
DodgerLoopGame,5,0.862318841,0.81884058,0.036325455,0.84057971,0.708695652,0.040734529,0.847826087,0.791304348,0.042088509,0.84057971,0.807246377,0.072274208,20,138
DodgerLoopGame,10,0.753623188,0.871014493,0.037759781,0.768115942,0.823188406,0.041901827,0.797101449,0.824637681,0.043164492,0.789855072,0.835507246,0.073940992,20,138
DodgerLoopWeekend,1,0.97826087,0.601449275,0.033791542,0.971014493,0.507246377,0.037694693,0.956521739,0.623188406,0.039312124,0.963768116,0.623188406,0.06942153,20,138
DodgerLoopWeekend,3,0.963768116,0.724637681,0.035174608,0.97826087,0.719806763,0.039639235,0.971014493,0.746376812,0.04122591,0.934782609,0.734299517,0.071678162,20,138
DodgerLoopWeekend,5,0.985507246,0.814492754,0.036111593,0.97826087,0.807246377,0.04033947,0.971014493,0.833333333,0.041755199,0.942028986,0.808695652,0.072245359,20,138
DodgerLoopWeekend,10,0.97826087,0.89057971,0.037459373,0.963768116,0.846376812,0.041267395,0.971014493,0.863043478,0.042765617,0.985507246,0.844927536,0.073224306,20,138
Earthquakes,1,0.64028777,0.021582734,0.519650221,0.309352518,0,0.05928278,0.71942446,0.007194245,0.060641527,0.741007194,0.007194245,0.097639084,322,139
Earthquakes,3,0.697841727,0.055155875,0.526096821,0.748201439,0.014388489,0.062378407,0.73381295,0.03117506,0.064670801,0.748201439,0.026378897,0.102131605,322,139
Earthquakes,5,0.71942446,0.084892086,0.527239561,0.748201439,0.025899281,0.062793493,0.741007194,0.035971223,0.065419674,0.748201439,0.034532374,0.101982832,322,139
Earthquakes,10,0.748201439,0.126618705,0.530840635,0.748201439,0.043884892,0.06381917,0.748201439,0.050359712,0.066322565,0.748201439,0.044604317,0.104233265,322,139
ECG200,1,0.87,0.8,0.11654973,0.76,0.42,0.031566143,0.85,0.47,0.033074379,0.83,0.67,0.056358814,100,100
ECG200,3,0.85,0.866666667,0.118815899,0.73,0.496666667,0.033751965,0.87,0.596666667,0.036127329,0.87,0.696666667,0.058890104,100,100
ECG200,5,0.83,0.892,0.121192455,0.75,0.544,0.034447908,0.88,0.67,0.037054539,0.84,0.744,0.059182167,100,100
ECG200,10,0.82,0.94,0.122112989,0.79,0.622,0.035966396,0.83,0.766,0.038361311,0.83,0.798,0.061100006,100,100
ECG5000,1,0.923555556,0.691777778,26.03780651,0.904888889,0.272888889,2.298391819,0.918,0.282888889,2.740720034,0.926444444,0.443333333,3.833671808,500,4500
ECG5000,3,0.940444444,0.744222222,26.22850657,0.926,0.40362963,2.457990646,0.932666667,0.424814815,2.555780888,0.934444444,0.55962963,6.327022076,500,4500
ECG5000,5,0.940888889,0.775377778,26.75650215,0.929111111,0.464355556,2.502674818,0.936444444,0.4972,2.588026285,0.937555556,0.619822222,3.88201046,500,4500
ECG5000,10,0.939777778,0.809644444,26.82149911,0.927333333,0.532377778,2.618423462,0.937333333,0.592111111,2.708412886,0.937777778,0.683222222,4.037141323,500,4500
ECGFiveDays,1,0.995354239,0.835075494,0.239772797,0.944250871,0.674796748,0.238177538,0.995354239,0.801393728,0.250759602,0.995354239,0.818815331,0.439749479,23,861
ECGFiveDays,3,0.994192799,0.943476578,0.2526443,0.958188153,0.768873403,0.251286983,0.986062718,0.879210221,0.26585412,0.989547038,0.896631823,0.453519583,23,861
ECGFiveDays,5,0.955865273,0.931475029,0.259358644,0.93495935,0.747270616,0.255959749,0.946573751,0.864111498,0.271272659,0.955865273,0.884088269,0.460087776,23,861
ECGFiveDays,10,0.951219512,0.954006969,0.265786886,0.99883856,0.790243902,0.262206793,0.988385598,0.870847851,0.280388117,0.981416957,0.896980256,0.469842196,23,861
ElectricDevices,1,0.56075736,0.388665543,1400.083194,0.545973285,0.050317728,63.53949547,0.499935158,0.051095837,66.66525507,0.517701984,0.13033329,87.24860144,8926,7711
ElectricDevices,3,0.567890027,0.44455972,800.0714884,0.574503955,0.092292396,37.75521684,0.547010764,0.099338607,38.2775774,0.533393853,0.208490036,54.70118976,8926,7711
ElectricDevices,5,0.577486707,0.470911685,803.305351,0.581895993,0.119569446,38.62223148,0.5458436,0.133912592,39.03037667,0.548307613,0.243600052,51.17106962,8926,7711
ElectricDevices,10,0.591103618,0.504020231,806.2487185,0.589936454,0.161068603,38.79488826,0.586564648,0.181792245,39.04701567,0.568019712,0.296005706,51.28070879,8926,7711
EOGHorizontalSignal,1,0.464088398,0.76519337,1.511730671,0.348066298,0.273480663,0.158853054,0.414364641,0.400552486,0.166583776,0.425414365,0.513812155,0.269728661,362,362
EOGHorizontalSignal,3,0.455801105,0.802946593,1.537757397,0.345303867,0.348987109,0.170469522,0.417127072,0.533149171,0.176430941,0.450276243,0.643646409,0.27768755,362,362
EOGHorizontalSignal,5,0.464088398,0.823756906,1.543081999,0.350828729,0.406629834,0.174186945,0.466850829,0.574033149,0.181075573,0.450276243,0.671270718,0.278449774,362,362
EOGHorizontalSignal,10,0.455801105,0.863535912,1.547278166,0.350828729,0.455524862,0.181639433,0.436464088,0.650552486,0.189828157,0.461325967,0.743922652,0.287684679,362,362
EOGVerticalSignal,1,0.444751381,0.696132597,1.537011623,0.361878453,0.273480663,0.158795595,0.430939227,0.287292818,0.167788029,0.44198895,0.455801105,0.269042015,362,362
EOGVerticalSignal,3,0.458563536,0.754143646,1.529603958,0.370165746,0.376611418,0.170912981,0.414364641,0.44106814,0.177368164,0.483425414,0.582872928,0.276786804,362,362
EOGVerticalSignal,5,0.458563536,0.795027624,1.538011074,0.350828729,0.408287293,0.172504425,0.428176796,0.54198895,0.181126833,0.461325967,0.661878453,0.280544758,362,362
EOGVerticalSignal,10,0.447513812,0.813259669,1.569304705,0.325966851,0.475690608,0.181082726,0.417127072,0.620441989,0.189114094,0.422651934,0.721823204,0.287597418,362,362
EthanolLevel,1,0.268,0.976,2.923416376,0.326,0.124,0.253707409,0.252,0.342,0.26206851,0.29,0.46,0.409707308,504,500
EthanolLevel,3,0.264,0.982666667,2.958613873,0.35,0.226,0.272801876,0.226,0.467333333,0.283169746,0.276,0.546,0.435427427,504,500
EthanolLevel,5,0.292,0.9788,2.961134672,0.372,0.2732,0.277976513,0.25,0.536,0.287687302,0.26,0.6004,0.43546772,504,500
EthanolLevel,10,0.282,0.9874,2.969528675,0.35,0.3438,0.287462711,0.258,0.627,0.298177481,0.264,0.67,0.447100163,504,500
FaceAll,1,0.757988166,0.381065089,10.91376662,0.650295858,0.181065089,0.917372227,0.69112426,0.165680473,0.930960894,0.733727811,0.265680473,1.455988407,560,1690
FaceAll,3,0.730177515,0.443589744,11.08927083,0.649112426,0.288954635,0.968385696,0.666272189,0.284220907,1.006642818,0.727810651,0.387968442,1.514370441,560,1690
FaceAll,5,0.727810651,0.472307692,11.15147042,0.647337278,0.348994083,0.99119091,0.669230769,0.370650888,1.018088818,0.723076923,0.449585799,1.526665211,560,1690
FaceAll,10,0.708284024,0.496982249,11.0749898,0.631952663,0.418343195,1.033643246,0.701775148,0.464733728,1.05856514,0.711242604,0.507988166,1.580196381,560,1690
FaceFour,1,0.534090909,0.443181818,0.031246901,0.454545455,0.386363636,0.023950577,0.568181818,0.454545455,0.025177002,0.568181818,0.465909091,0.044020176,24,88
FaceFour,3,0.511363636,0.590909091,0.026698351,0.397727273,0.386363636,0.025254965,0.5,0.564393939,0.026309252,0.545454545,0.583333333,0.045474052,24,88
FaceFour,5,0.545454545,0.613636364,0.027229309,0.454545455,0.536363636,0.025880337,0.431818182,0.647727273,0.026830196,0.511363636,0.6,0.045732975,24,88
FaceFour,10,0.454545455,0.611363636,0.028314114,0.420454545,0.613636364,0.026730061,0.363636364,0.609090909,0.027685404,0.465909091,0.619318182,0.047066689,24,88
FacesUCR,1,0.880487805,0.519512195,4.801705122,0.769268293,0.364390244,0.738538504,0.864878049,0.397560976,0.765307903,0.882926829,0.475121951,1.266184092,200,2050
FacesUCR,3,0.848292683,0.590243902,4.776691914,0.769756098,0.47300813,0.785294771,0.838536585,0.542276423,0.81619525,0.852195122,0.584552846,1.322889566,200,2050
FacesUCR,5,0.825853659,0.593268293,4.852093697,0.780487805,0.504,0.801692486,0.824878049,0.573463415,0.829912901,0.843902439,0.602926829,1.338627338,200,2050
FacesUCR,10,0.799512195,0.537463415,4.869405508,0.720487805,0.502292683,0.829222202,0.79804878,0.542439024,0.87074542,0.796585366,0.549414634,1.387593269,200,2050
FiftyWords,1,0.694505495,0.632967033,2.367446423,0.575824176,0.303296703,0.219753742,0.61978022,0.257142857,0.226199865,0.661538462,0.428571429,0.359117031,450,455
FiftyWords,3,0.668131868,0.674725275,2.393924236,0.582417582,0.416849817,0.234780788,0.61978022,0.454945055,0.244428158,0.650549451,0.556776557,0.373248339,450,455
FiftyWords,5,0.681318681,0.669450549,2.416647434,0.575824176,0.444395604,0.239367008,0.648351648,0.509450549,0.249480724,0.679120879,0.603956044,0.377465963,450,455
FiftyWords,10,0.652747253,0.68043956,2.413084745,0.571428571,0.481098901,0.249253511,0.610989011,0.586593407,0.258829117,0.657142857,0.648131868,0.386341572,450,455
Fish,1,0.794285714,0.902857143,0.357578993,0.685714286,0.417142857,0.060609102,0.777142857,0.52,0.063630581,0.822857143,0.657142857,0.106003761,175,175
Fish,3,0.76,0.902857143,0.358977318,0.691428571,0.47047619,0.06494832,0.742857143,0.6,0.068264961,0.794285714,0.727619048,0.110420465,175,175
Fish,5,0.777142857,0.924571429,0.359772921,0.674285714,0.494857143,0.066100121,0.737142857,0.652571429,0.068911791,0.76,0.750857143,0.111961126,175,175
Fish,10,0.731428571,0.946285714,0.363399744,0.651428571,0.54,0.068241358,0.668571429,0.704,0.071787834,0.737142857,0.786857143,0.114559174,175,175
FordA,1,0.771212121,0.25530303,55.42539263,0.759848485,0.084090909,2.681076288,0.779545455,0.093939394,2.999602318,0.785606061,0.156060606,3.749475002,3601,1320
FordA,3,0.790909091,0.343686869,55.69880724,0.777272727,0.131313131,2.860460281,0.803030303,0.17020202,2.942799807,0.798484848,0.23989899,3.904095411,3601,1320
FordA,5,0.806060606,0.383030303,55.74106622,0.796969697,0.151060606,2.904090405,0.804545455,0.207121212,3.259758234,0.806060606,0.283939394,3.993377924,3601,1320
